,Clean_Text
5863,pass exams good marks wedding place 15 days exams tried convince reason well However thought mind exams well
5864,succeeded achieving scholarship strived hard period financial personal physical stress
5865,travel alone unescorted time overnight journey train distant place
5866,given chance explain close relatives visit ill go thought selfish irresponsible duringá illness
5867,years hard work looked appreciated
5868,Despite affectionate sincere helpful close relatives mine turned accused inconsiderate relationship them
5869,time stage speech
5870,care mother admitted hospital surgery continued studies leave
5871,feel sense joy complete piece writing work Intense reading brings joy feel happy reminiscent them
5872,coming home relatives place 930/10 PM felt slightly apprehensive got bus started walking place confident happen me slight feeling fear
5873,Uncleaniness work place place generally clean reaches point angry person supposed clean place people supposed supervise him
5874,weeks ago friend bid goodbye going abroad felt happy achieving making trip felt sad seeing long time
5875,complained uncleanliness work place authorities agreed place cleaned 23 days done felt disgusted situation
5876,got tight pair trousers examined mirror looked unpresentable felt ashamed wanting wear clothes day quickly changed dress
5877,needed hours work study day feel guilty try lost time
5878,got scholarship happy finacial burden family reduced
5879,experienced fear prepared final year degree exams
5880,bit work group assignment task work
5881,ill coming hostel felt sad leaving home
5882,friend got low marks field work worked year feeling
5883,felt ashamed fought mother issue caused trouble
5884,time assignment well lecturer scolded me feeling
5885,selected TISS X
5886,walked snake
5887,insulted man
5888,mother left Kenya
5889,toilet unclean
5890,coresident opened bathroom door bathing inside
5891,complete assignment time
5892,preuniversity appreciated examplary student pricipal feel happy
5893,blamed attributes misunderstood especially frank
5894,sister lost son sixteen years old felt bad death family learned slowly understand life
5895,Christian institution nuns send people came visit visiting hours disgusted me
5896,able relative critical period helping hand think feel guilty letting person trusted helping hand
5897,day got letter UGC informing awarded junior research fellowship
5898,working Delhi gone hostel residing
5899,relative come place created untidyness dirtyness
5900,leave home place study
5901,went visit relative saw messy dirty place was absence wife
5902,brokedown seeing friend
5903,walking midnight happened foot frog felt smooth thought snake felt afraid
5904,friend attend important meeting promised come pick up turn felt angry him
5905,hoping pass examination failed felt sad
5906,stood BA exams Earlier heard boys girls toppers heard topped believe it
5907,son fell cot age 5 months nervous thought cause defects head
5908,angry day husband ignored slept separate bed reasons doubt neglect imagined thing
5909,heard news death father evening night room trying remember face father
5910,day colleague misbehaved me felt disgusted thought woman
5911,day addressed husband abusive manner friends Later realized felt ashamed myself
5912,mother misunderstood prevented something return talk days later realized good
5913,results exams came felt tremendous joy heart results came long period worry anxiety gave endless relief joy
5914,felt afraid receiving question paper II exam
5915,remember school saw case partiality  teachers gave private coaching classes girls girls extra attention class ignore others
5916,day school life sad specially farewell party day felt sad leave beloved teachers friends
5917,disgusted nagging day journey recently Calcutta Bombay boring tiring
5918,remember once friend cooperate unavoidable reasons Unaware treated unjustly till realized everything felt ashamad deeds
5919,badly vital exams despite getting proper guidance parents felt guilty improper use chances provided me
5920,honest intentions marred anothers jealousy
5921,event took place anothers life thought avoided
5922,day happiest day received phone Eves Weekly inform prize India Essay competition prize undergraduate post graduates participated judged eminent judges political scientists
5923,Fear emotion experience often Naturally exams subsequently waiting results occassion paralyzed fear MAI series student lectures participants lecture happened opening lecture confident morning minutes lecture confidence started failing me felt heart cold lips dry paralyzed incident fear fresh
5924,experience emotion day angry day got pulled done happened school days spoken word class monitor written board remark callender signed parents remark resulted spanked
5925,sad lonely trying organize play student (15 years) Instead materializing fizzled out worst thing play fell apart completely found weeping uncontrollably think it laugh off time intense
5926,incident witness everyday life city like Bombay day travelling bus men dragged fellows bus outside beaten pulp fellows got beaten pickpockets beaten sundry thought \what life\ hell place else waits cut throat living (money) think things  purpose life etc feel disgusted dejected
5927,event forget considered good mimic particular day waiting professor class professor peculiar accent horrible way lecturing class fag end day particular day got element started imitating professor professor entered class right middle  unaware presence friends tried warn avail engrossed mimicing suddenly noticed silence turned entering class know till today actually saw completely ignored it lecture died shame shameful fact gave character certificate
5928,happened finally confirmed stood university MA exams days official results declared clerk brought results unofficially expecting results confirmation allowed legitimately feel happy success
5929,followed home day campus stranger follow campus sit outside class ask friends was dark ominous looking person terrified know intentions reported security officer turned police petrified then
5930,new gas connection installed mechanic came rude mother me rushed thhe dealer mother fight dealer unreasonable taking mechanics side Ultimately matter resolved father went spoke him mechanic asked apologize
5931,day receive goldmedal MA grandmother loved much died illness died hours convocation attending convocation control grief liked miss it day waiting for see
5932,come programme (three girls) staying girls placce started passing nasty outright bitchy remarks me brought male colleagues compliments me girl interested guy Bitchiness catty remarks women fail disgust me particularly remember incident knew encouraged guy
5933,learning judo instructor wanted assist teaching girls judo suburban college beginer green belt able command respect principles allowed listen him gave soon after felt ashamed sticking principles foot earlier
5934,coming home mother purse carrying got stolen swifty realize happened till later lot money keys house lost guilt ridden carelessness felt terrible normally loose things important especially keysá
5935,International sports events favourite national team player brings joy eg India World cup cricket match
5936,gone school picnic left forest
5937,saw people beating man stranger
5938,India lost Benson Hedges cricket trophy
5939,responsible getting friend runout vital cricket match
5940,India Prudential cup beating WestIndies final match world cricket champion WestIndies strongest countries participated competition
5941,child evening read novel ghosts spent sleepless night kept feeling ghosts dancing me
5942,Despite good performance excellent results management refused meet demands
5943,beloved girlfriend got married person
5944,heard 14 years old girl raped rikshaw drivers town
5945,feel ashamed fact 35 years independence 70% Indian poulation poverty line
5946,read national social spirit selfdiscipline people developed coutries like USA England France Germany etc Comparing Indian people felt guilty national spirit selfdiscipline
5947,felt happy settlement marriage different sociolinguistic backgrounds parents agreed wedding conflict discussion thought object wedding happen
5948,day early morning mother healthy fell ill doctor compounder near hours 8 AM 6 PM speak single sentence drink water milk movement body felt scared lost confidence survival
5949,day elder brother badly scolded father time heard abusive language brother requested humbly use kind language care saying Finally picked axe use him people intervened
5950,close friend applied TISS admission year unfortunately failed admission graduation involved other wanted Masters degree together However work expected saddened me
5951,classmate TISS habit biting nails childhood liked habit person near class dining hall campus suggested stop biting nails found difficult disgust feelings changed
5952,feeling graduation dared speak relatives friends feeling avoid situations know reason this
5953,day mother forced eat refused day served rice mutton pieces usual saw got angry scolded her refused eat Later felt guilty asked excuse me
5954,student Institute MPhil degree professors called convocation told \You got goldmedal (first rank) university tomorrow TV\
5955,village enemies written nonsense letter girl told father girl culprit got know scared girls father worse man
5956,research months ago asked Institute sponsor computer course held TISS However administrative officer money
5957,Bombay good friends getting married informed it sad
5958,got phone stating \one friend jail come him\ went jail saw him disgusted
5959,time signed letter read happened written friend went higher authorities friend asked \you signed \ 
5960,friends came know friends applied course institute asked \why tell me applied\ felt guilty
5961,joyfull alive night
5962,death Jaya Prakash Narayan caused great deal sadness believed true democrat ray hope Indian horizon
5963,realized belonged country poorest world inspite resources utilize them ashamed country shame lack parity lifestyles citizens
5964,realized working hard useful individual society family guilt spending money uncalled activities  short wasting life
5965,joy knew bounds selected job finished studies
5966,scared realized miss train supposed take 1500 Kilometres away home heard depart whistle 150 feet away train finally it
5967,felt angry repeated pleas ticket collector copassengers order queue fell deaf ears feeling disciplined methodic duty
5968,filled gloom sadness death person specifically felt sad hearing news death person hale hearty life withá vigour plans day day cherish it
5969,feel disgusted unable cope wordly affairs spend precious time pursue hobby admist people love long with
5970,feel ashamed succeed accomplishing efforts
5971,times attracted conducts socially degraded ill consequences feel guilty
5972,India world cup cricket tournament
5973,10th standard going native place bus left started walking soon dark road village road deserted sure right way finally reached home 10 PM
5974,travelling Delhi Bombay booked seat month got telegram confirming this However train omitted reservation sheet seat vacant alloted person paid despite requests seat allowed stay reserved compartment paid money
5975,news natural calamity earthquake hundreds Mexican people died
5976,Punjab religion people killed agitation
5977,felt happy end 10 day student camp shared hopes aspirations open situation generated strong frienships experienced worth well
5978,fellow students bunked field work attempt cover exposed directly meet field work suprevisor afraid consequences
5979,error planning programme publicly accepted mistake despite repeated requests bring matter discussion professor kept constantly passing remarks reacted angrilyá
5980,love girl separate different commitments concerning life career loved person agree life future demand Parting sad
5981,Students campus unnecessarily creating trouble heckle authorities  achieve concrete interest
5982,reacted angrily friend fault his raised voice cared opinion
5983,promised send friend completely slipped mind felt guilty forgotten
5984,feeling betray confess time slighty felt happy passed MA high rank years ago friend told result
5985,weeks important seminar circulated papers panel members day seminar realized inadvertantly burdened certain derivations failed correct it feared reflect badly performance Fortunately panel members detected felt relieved
5986,days friend poked ribs funs sake warned infinite number times hurts me again usually ignore time flared split second threatened bash up latest incident lost temper felt bad later
5987,saddest moment life lost younger sister years back
5988,Yesterday cross road country guy ahead spat mouthful betel juice road windy checked speed good shower saliva angry felt people indecent
5989,Yesterday playing volley ball person extra somebody out mess worker ones arrive arrived time Rightfully opt game delaying leaving mess worker opted saying play felt ashamed myself
5990,days friend asked Sunday accepted later specific reason slept room day friend called told expecting day wife prepared good lunch me gone waste felt bad incident growing heart since
5991,got BSc degree class
5992,declaration SSC results
5993,punished school mistake mine
5994,received SYJC results marks obtained expectations missed admission engineering
5995,attend college picnic difficulties
5996,detained day school viceprincipal indiscipline
5997,day school quarrelled schoolmate ultimately hit hard He physically weak visit doctor remain absent school days
5998,happened 10th standard paddy crops bad shape rained water well sad mood came conclusion ignore paddy field 12 hours rained hour tense time rain brought tremendous pleasure
5999,age 16 gone film nearby village 8 kms home started walking bus cross hills dark identify path Half way started raining shelter ran kms reach home
6000,day roommate started imitating me hours back got angry started beating up
6001,months close relative died expected happen sad months
6002,day important place met group girls waiting bus girls started smoking commanded smoke felt disgusted
6003,months gone friends place offered tea coffee habit drinking tea coffee offered glass milk instead felt ashamed
6004,native place riding cycle lights night police man caught me requested let minutes escaped
6005,graduation exams waiting admitted post graduation course situation favourable upset Suddenly Bombay university offered seat landed Bombay post graduation studies happened year pleasant me
6006,worst incident hostel life insulted close friend eve New year totally spoiled New years night
6007,got BA degree class
6008,received letter college telling allowed sit exams low attendance class bad experience terminal exams
6009,friend pushed fallen window broke taken tthe principals office accused broken window
6010,received SYJC results allow admission engineering
6011,studying examination asked work unavoidable
6012,teacher asked question failed answer told stay class answer studying book
6013,class day walked class teacher noticed decided action me realized approached told sorry incident repeat it
6014,passed 12th standard board exams
6015,illness years back sevely malaria asthma lost health charm cheerfulness completely
6016,short period unemployment years back
6017,fathers death January 1983 moved deeply gloom prevailed years recover it
6018,12 years old caught Ticket Collector travelling ticket
6019,lies indulged in years ago raising loans friends
6020,finished BSc struggling hard continue studies taken MSC exam sure selected written exam saw selected candidates list overjoyed
6021,admission MSc BSc felt bad started journey Bombay accepted uncles offer come Bombay afraid wondering succeed not
6022,dancing dame social friends interested came took away me angry then
6023,close friend residing hostel lost father pittied situation feel sad
6024,+2 admission BE felt disgusted
6025,12th standard speak English day talking relatives wrong word cousin corrected me believing know English felt ashamed thená
6026,got low marks final year BSc exams felt guilty worked hard roaming friends
6027,experiment getting appropriate result despite fact repeated procedure 45 times finally got right stroke luck
6028,frightened night fearful terrifying dream sleep long time
6029,argument friends knew right friends went arguing know right thing
6030,elder sister forced things like do
6031,torn pages library book felt ashamed this
6032,realized loved opposite sex
6033,thrown car accident resulted fracture
6034,felt disgusted helpless position loss fiancee
6035,day fiancee told bad write mother tongue
6036,felt guilty thought standing feet
6037,way particular girl spoke behaved reacted time introduced her felt certain materialize
6038,girl answer question concerning love her forward her
6039,joyous moment day got marks happy came know marks MSc (part I) examination got 715% highest marks scored life
6040,travelling bus school going home holiday bus unfortunately stepped bag delicate things
6041,brother selected University Malawi (the Polythecnic) excited rejoiced family members qualifying University level long last
6042,20th got summon appear court 28th 1985 subject impregnanting school girl feared standing court days time notice embarassed formal approach expected Principal
6043,ago felt angry mother wrote telling elder sister messing things home internalised aggressive attitude parents husband
6044,felt sad Form notice friend Barley Jumbe lost expensive new sports short trousers
6045,weeks ago felt touched find asciatic patient asked morning tapped fluid dying evening disgusted Medical staffs negligence Clinical officers morning alive today
6046,Truely got ashamed brother sent Business Machines Limited Company improper handling office equipment Sales Services
6047,Guilt conscious struck failed Standard Examinations 1972 knew suffer consequences class hours: playing friends going school
6048,sitting Standard 8 Exams second time 1979 great joy heard successful Examination results out
6049,cousin loved much Unfortunately passed away suddenly time dream talking dead
6050,Somebody wanted beat brother wedding ceremony trying protect brother man calling names us
6051,failed examinations Standard 1 experienced sad moments sat Standard 8 Examination selected Secondary School education 1978
6052,experienced odd moments time patient came Ward working patient badly burnt right body nervous sight
6053,young playing football near parents house playing fell ground thought seen anybody mother laughed felt ashamed
6054,friendship certain girl love going well happened friendship come end suddenly good reasons
6055,emotionally happy love girl longed for
6056,felt hour come unexpectedly found hands of
6057,happened brother promised money school told failed fulfil promise day school started angry thought future ruined
6058,sudden sad heard cousin usually paid school fees passed away short illness
6059,day visited hospital disgusted experienced offensive smell expected nearly ran away course
6060,felt shame failed fulfil promise marry daughter certain gentleman
6061,felt guilty robbed friends radio Lilongwe bus depot promising safe
6062,heard rumour 1st year exam results out fear failures
6063,Somebody blaming story real true
6064,Death grnadfather hospital long cancer Oesophagus
6065,mum beaten young sister received letter boyfriend
6066,Geography MCE expected did
6067,patient died soon told guardian wait outside ward
6068,passed Primary school leaving certificate selected Boarding secondary school
6069,feeding premature baby (7 months) baby chocked working childrens ward thought killed baby
6070,Exam room writing materials plus identification card place left them
6071,boyfriend turn time promised coming
6072,time cleaned house tidy cousin 4 years old came muddy pot mess thing
6073,Bad temper serving lady students dining hall
6074,Teacher suspected stealing money
6075,Failed promised
6076,Saw TV China winning gold medals
6077,Staying room night
6078,old lady slipped helped her
6079,friends mother died
6080,Saw dirty street
6081,collecting homeworks time teacher
6082,helping people homework
6083,wonderfull new friend
6084,friend started misunderstand hurt me
6085,Insulted disgusting people
6086,friend badly hurt
6087,responding criticism
6088,Swearing public
6089,Hurt someones feelings unintentionally
6090,told lecture lectures English everybody come (not English classes)
6091,examn
6092,class leader told chosen English lectures
6093,Finding university priority qualified practioners clinical years English lectures
6094,Finding old useless practitioners retirement age English lectures understand English
6095,China lectures bigger place sound system
6096,good experiment doing
6097,Winning game long time losing
6098,bicycle accident
6099,People cueing dining hall
6100,Failed examn
6101,Saw real party leader
6102,Failed recagnize friend street
6103,Forgot collect post friend
6104,chosen experiment aphasia
6105,find stupid let experiment
6106,classmate told bribed class leader let English lecture
6107,chosen English class
6108,Saw class leader acting like God chose people English lectures
6109,Talking friends old successful age
6110,Telling friends nickname
6111,got better marks examn arrogant people
6112,examn
6113,Insulted stupid people
6114,Lost friend
6115,Hear people talking back
6116,Saw stupid ignorant happening countryside
6117,scared went examination hall MSc examination studied limited partion course thoroughly great doubt asked
6118,angry India lost Triangular Cricket trophy held Australia angry fought (orally) friend
6119,sad got XIIth standard results got low marks compared friend admission courses like medicine
6120,disgusted dropped vital catch playing cricket match lost match catch difficult
6121,thing makes feel shameful friends age group working earning lot studying friend met week ago period 5 years earning Rs 3000/ month
6122,felt guilty read advertisement job chemist newspaper friend asked applied job told seen paper day
6123,got unknown compound MSc research happy research based type reactions compounds
6124,scared time TyBSc examination decided 1st class results afraid thinking papers be
6125,neighbours accused brother stealing rosebush angry touched all
6126,heard girlfriend getting married person felt sad day eat kept thinking day long
6127,insulted father years back time angry reasons
6128,felt guilty tried teach swimming younger brother swim brother started sinking bottom elder brother saved him
6129,happened year hard time got admission research despite obstacles procedure admission
6130,time position secure Ist class MSc exam likely affect career
6131,missed opportunity abroad silly mistakes suffer lot
6132,time MSc exam position exam studied seriously
6133,opted research field percentage marks important knowledge
6134,position control myself said cruel mother
6135,days incident thinking morally shameful act felt sorry incident late realize this
6136,got compound column
6137,compound known
6138,got low marks BSc final
6139,love successful
6140,angry friend reason
6141,forced close friend ask girl things herself
6142,fortnight ago declared successful UGC exam year (only Bombay succeeded) joy knew bounds
6143,kid opened door greet father came work day happened hair scattered overcrowding train opened door usual saw else scared talk
6144,happened small beaten mother fault mine beaten younger brother thought fault angry mother
6145,studying lot HSC exams medical stream felt sad this
6146,got admission MSc (I) Organic Chemistry happy
6147,came know exams successive days little time (about 910 hours) study between
6148,angry friend lost practicals journal needed study exams
6149,sad admission English college 1% marks wanted
6150,disgusted cricket team manager dropped team
6151,ashamed saw boys girls age earn lot money good hard work
6152,felt guilty student sitting exam asked questions answers knew themá
6153,passed TOEFEL good marks
6154,going practical exams
6155,teased friend scoring good marks exams
6156,ditched girlfriend
6157,lost notes lecturer borrowed friend
6158,teasing girl turned brothers dame
6159,bluffing mother money
6160,moment got news selected UGC junior national research fellowship dream come true
6161,brother lost temper started smashing things house scared terrible happen till situation brought control
6162,wanted Bhopal relief work (gas tragedy) boss simply refused let go angry thought came mind quit job
6163,friend hospitalized diagnosed typhoid forgo exams ambition dissertation MA level sad event felt sorry volunteered stay hospital
6164,family fight house time back uncle given watch present lost it fight accused sold watch disgusted false accusations
6165,written \loveletter\ classmate mine meant joke Unfortunately fell wrong hands face consequences
6166,friend written letter me contents misunderstood wrote harsh letter her realizing blunder made felt like hiding face sand
6167,girlfriend like daughter me studying station year arrival joyous one
6168,pushing court roller ditch slipped fell roller rolled down slopeIt miracle legs intact
6169,compere party efforts rolling thwarted immobile non cooperative guests felt frustation  bordering anger
6170,railways officer asked ticket checker produce tickets got aggressive started abusing authority wrong way
6171,shameless applicable
6172,successful work joy
6173,treated improperly someone
6174,Kanishka blown up felt disgusted people killing other
6175,received best actor award intercollege drama competition gave tremendous joy satisfaction lasted days
6176,mother met accident danger survive loose memory
6177,acquaintance beat person reason showed power
6178,friend died hiking accident present got news later
6179,felt emotion announced radio selected come Lilongwe School Health Sciences training course Medical Assistat
6180,felt condition took brothers bicycle market unfortunately bicycle stolen know tell owner stolen bicycle
6181,felt angry pair trousers stolen able find thief knew story
6182,felt sad dear friend needed training school failure number subjects simply know do
6183,felt emotion entered certain ward hospital visit relative sick
6184,felt condition found house playing mans wife asked questions unable answer
6185,felt emotion fought somebody drunk tried disturb meals
6186,school thought pass MCE end year announced radio passed happiest person
6187,living brother day went away business left look house property night thieves came wanted break house
6188,young brother took wristwatch abscence sold friend cheaper price
6189,girlfriend lived kilometers away home day wrote shed visit me way car accident badly injured sorry lying bed hospital
6190,best friends found lying flat road drunk taken police cell went following morning place mess smelling badly like it
6191,fathers birthday party asked bring tray tea drinks
6192,day took playmates river swim play epileptic drowned water felt guilty took there
6193,accepted study school happy
6194,moving graveyard 600 pm day griped fear told ghosts detain people moving night
6195,mad boy village boy hit raw pawpaw face
6196,September felt sad heard selected study University Malawi
6197,Ward 1A epileptic patient burnt body stinking ward affected people come near him
6198,outpatient asked read certain prescription unable so patient dissappointed lost hope me
6199,years ago mother found stealing relish pot fresh fish appetising
6200,December year chosen come Institution study Medical Assistant
6201,March busy studying night sleep hours fear weeded sent back
6202,caught letter girlfriends handbag certain man felt anger
6203,nominated Officer Cadet Armed Forces cancelled list nominees sent Kenya Training
6204,time went girlfriends Area 18 found room sleeping room women visitors children room smelling badly faeces urine stay longer
6205,week Sunday walking girlfriend Kawale road going town tried stop car lift driver stop felt shame people looking us
6206,called court Zemba Traditional court answer charge impregnanting young lady felt guilty letters write exhibit court
6207,joy heard course Medical Assistant
6208,saw dead body mortuary afraid filled fear
6209,certain Area Party Secretary came home morning said leave home build reason wanted establish market Chairman knew angry
6210,sad heard Uncle passed away man supporting parents myself
6211,disgusted girlfriends behaviour going boys friends
6212,shameful moment heard failed Primary School leaving Certificate Exam 1978 girlfriend news released
6213,took Pharmacology books friends desk permission found guilty
6214,Form 4 Secondary School elected school Library Assistant leader Catholic Students felt joyous
6215,broke Uncles Radio player accidentally feared going cut going house playing again
6216,March 1985 fellow students borrowed wristwatch broke glass watch got angry telling anger long fade
6217,write Junior Certificate Exams received sad news telling elder sister passed away
6218,disgusted behaviour fellow students Secondary School life habitual noisemaker caused great conflicts teachers
6219,remember Standard 6 failed terminal tests told parents passed found class teacher failed proved liar
6220,came certain man badly beaten people found raping wife village headman
6221,joy came heard going start Medical course Lilongwe School Health Sciences
6222,emotion came misbehaved school Principal threatened going expelled
6223,emotion came certain boy opened locker knowledge
6224,sadness came heard girlfriend loved got married man rebuff her
6225,emotion came certain girl polite mother hit sister severely
6226,shame came beaten teacher school boys girls friends girlfriend apart classmates
6227,discovered girl proposed friends girlfriend
6228,told selected attend Medical Assistant Training
6229,told attend operation theatre
6230,situation happened friend John ate banana kept cupboard
6231,told father passed away
6232,situation occurred entered smelling ward
6233,situation happened found kissing girl friends girlfriend
6234,situation happened friend knife stole him
6235,father married certain lady reception held Kasungu town Hall
6236,night coming Lingadzi Inn heard hyena crying Lingadzi jungle alone
6237,felt angry told selected University
6238,felt sad told walk classroom row students making noise
6239,felt disgusted certain lady spoke words sarcasm trying propose her
6240,broke tea saucer felt ashamed birthday girlfriend
6241,felt guilty given prize belonged else
6242,girlfriend far away came place saw ran me know come her held shoulders standing me
6243,given wristwatch girl days girl gave wristwatch
6244,girlfriend mentioned certain girls girl time longer said mine
6245,caught redhanded stolen pawpaw taken elders owning pawpaws
6246,double crossing Mercy Maria day came know other found Mercy redhaded Maria
6247,girlfriend class was Exams satisfactorily taken class leaving behind
6248,Headmaster came hostel lights lot noise shouted knocked door later saw Headmaster
6249,happened selected Secondary school start Form October 1980
6250,taking venous blood patient introduced air place puncturing swelling dangerous patient afraid
6251,lovely girlfriend doublecrossed found chatting guy
6252,sad mother passed away young
6253,disgusted brother arrested stealing money
6254,ashamed classmates discovered fell love uneducated girl
6255,felt guilty lost K43 friend arrested
6256,felt joy passed Malawi School Certificate Education
6257,crossed Lilongwe forest heard rabid hyena near path forest
6258,angry heard girl going man decided drop later story came untrue
6259,selected University Malawi felt sad
6260,presumed stolen maize school garden
6261,proposed niece know discovered girlfriend
6262,certain colleague sent buy bag flour him gave K20 Unfortunately lost it
6263,married wife took home time
6264,friend involved car accident
6265,charmed relatives
6266,mother died August 1978
6267,entered wound intensive care Central Hospital Blantyre stinking
6268,failed standard 8 exams attempt Form selection
6269,beaten auntie
6270,friend took Civo Stadium watch listen music International singer Sam Mangwana hope going money gave money admission
6271,fear left bus depot night problems place
6272,felt angry heard sister failed Examinations hoped going pass distinctions
6273,felt sad heard girlfriend doublecrossing boy best friend
6274,felt disgust saw friend walking stagnant water putting gum boots
6275,experienced shame failed promise meet friend bus depot later came asked turned up
6276,felt guilty revealing secret inlaw told brother gone disconight thing brother want let know Later brother accused spending night out
6277,joy came proposed girl Secondary School
6278,ward man died instructed watch offices time dead person  fear came
6279,angry heard brother beaten friendsá
6280,sad heard death teacher taught Standard 8
6281,disgusted person vomitting told clean place vomit was
6282,ashamed certain friend failed propose lady said lady refuse proposal
6283,felt guilty secondary teacher left Form three showed love me
6284,sister gave birth twins healthy ones
6285,looking fathers sheen forest day playing friends neighbouring villages flock escaped went far place dark afraid father went home hid myself
6286,planned travel distance 20 kilometres bike planned working hospital went house found friend taken bike consent
6287,evening heard girl went Zambia come back
6288,sister broke cup mother asked reported responsible
6289,day mother slaughtered chicken brother come holiday everybodys absence opened foodstore ate internal organs chicken mother discovered called found hands stained soup ashamed eldest family
6290,emotion happened passed primary school examination selected Secondary School
6291,primary school accused boys love certain girl class shout beat girl matter reported headmaster
6292,angry day went girlfriend talked answer back depressed reasons known me
6293,sad shouted Uncle told given school fees work garden gone escort sister bus depot
6294,disgusted told dress big rotten stinky wound which coming closer feel like vomitting
6295,ashamed day found stealing roasting maize cobs Agricultural experimental projects
6296,felt guilty truth known impregnating girl staying with
6297,August 30th heard radio passed MCE exams happy joyous event
6298,walking place people fear thieves people kill friends night months ago
6299,accused falling love someones girlfriend true girl friend mine
6300,failed standard 8 exams friends passed went secondary school class getting marks did
6301,day work hospital dressing wounds disgusted came wound bad smell
6302,day girlfriend friends us fell place slippery felt ashamed
6303,felt guilty day accused running away classes caught
6304,allowed wife away parents refused times grounds write examination
6305,hyenas crying noise window bedroom home preparing MCE examination night
6306,Instructor awoke late night prepared training Military college coming personal social activities
6307,slept tent Barracks caught fire night best possessions got burnt there
6308,father beat mother ill weeks recovering
6309,parents certain girl refused let marry daughter fit girl accepted later followed parents insisted told talk again
6310,time secondary school holiday appeared father heavily drunk talked nonsense like sort carefree
6311,came time met girl expect fall love me Fortunately tried luck accepted proposal time giving lot money like miracle me
6312,travelling night
6313,experienced friends reported Headmaster gone beer whilst information true all fight friend Headmaster
6314,school
6315,days going school brother annoyed me
6316,Clinical officers scolded hospital beds deserve scolded
6317,RESPONSE
6318,soon results interview nearly 9000 people attended regions Malawi joy came hearing radio people selected undergo Medical Assistant training LSHS
6319,Fear came end PTS results hearing failure fellow friends
6320,week angry soemone trying compress mind nonsense speech tolerate all
6321,condition accumulated mind funeral news brought awareness close relative passed away
6322,condition disgusted followed lost money way home college
6323,ashamed neglected certain friend thinking loved much
6324,felt guilty certain passenger (ship plane ) boarded coming home lost 10t fact fell pocket unknowingly
6325,selected Secondary school start form I
6326,stepped python (snake) unknowingly sleeping near baobab tree
6327,friend stolen money (K10) disappeared
6328,father taken detention CIDS years reason know now
6329,drunk urine childhood thinking water friend urinated tin
6330,father caught girl dark corners asked there
6331,injured friend accidentally stone cut cheeks resulted suturing
6332,Time struck 8 oclock heard radio selected Robert Blake Secondary School Form I happy selection parents happy joy
6333,brother bowel obstruction heard going surgery afraid come life hearing General Anaesthesia
6334,felt angry driver run beloved niece
6335,away school (Primary) abscence young brother home got sick suddenly parents took hospital way died came sad sudden shocking news felt sad
6336,felt disgusted went Central hospitals hope getting good treatment turned doctors said alright despite feeling pain
6337,room heard Uncle caught somebodys house somebodys wife appear court went happen him
6338,felt guilty hearing girlfriend spent time pregnant
6339,heard passed Primary School Leaving Certificate selected Secondary education
6340,heard teasing bulling Secondary School
6341,heard provided pair medical uniform
6342,heard father passed away
6343,vomitted lump blood
6344,certain girl believed life partner refused engagement
6345,notify summoned headmaster result ended heavy punishment
6346,met girlfriend way joyfully welcomed way home
6347,time set journey night going certain bar way met friends told people died heavy fighting proceeded fear
6348,incident occurred going home girlfriend way man named Banda grabbed girlfriend presence angry result threw stones ran away
6349,found baby whipped Auntie sad moment sadness on
6350,disgusted saw friends soiling clothes thought mad
6351,day went bath took clothes soon finished brother came in felt sad found reason came in
6352,day took packet sweets certain Grocery Nathenje later started feel guilty realised wrong thing him
6353,felt happy saw brother bus depot 3 months seing other
6354,going Nkhoma Saturday vehicle moving fast feared crash road rough
6355,blame scored goal match
6356,felt sad lost Kwacha civo Stadium Sam Mangwana playing Rumba records expected wanted Disco records
6357,ward 2A patient suffering Syphilitic Paraplegia pressure sores wounds offensive smell people  place
6358,beaten lost football match 51 scored goal side
6359,scored goal football match William Murray Secondary School badly defeated
6360,December 28th filled Joy told bosses selected attend course Lilongwe School Health Scienced Lilongwe
6361,week Saturday night Mchesi feared cross Lilongwe River Bridge come School darkness  somebody escort me
6362,Malawi Army Dormer Squadron workmates got promoted Seargents (sgts) similar Ranks
6363,mid 1985 Test Nursing classmate answer sheet tried peep Nursing Tutor caught him time turning question paper noise friend blamed causing matter caught
6364,somebody blamed caught peeping Nursing Test feel disgusted
6365,class test Nursing friend Army caught peeping paper answers written him Army got ashamed
6366,January 1st 1985 accidentally broke Fanta bottle certain bottle store Zomba
6367,felt joy heard radio successful Primary School Leaving Certificate Examination selected Secondary School
6368,day busy day dreaming road suddenly heard sound jamming car braked me woke dreams crash me
6369,year Secondary School robbed clothes wristwatch pair shoes investigations found things stolen boys hostel
6370,9th January 1983 received message home telling father passed away previous day history cancer oesophagus time year Secondary School
6371,stopped entering party School Invitation card me said young join elderly people
6372,1972 failed Examination crooky behaviour dodging Examinations
6373,child admitted hospital Meningitis asked lumber puncture obtain Celebral Spinal fluid diagnostic purposes condition bad child died soon finished procedure
6374,anticipatory honeymoon fiancTe
6375,found gone school premises permisssion wrong time
6376,classmate hit occipital region busy studying concentrating classnotes
6377,father died
6378,somebody touch human faeces
6379,Soiled short trousers faeces
6380,crawling child got burnt negligence child away fire
6381,heard announced radio successful interview admittance medical Assistant training course happy enjoyed dancing music Radio cassette
